,id,name,symbol,website_slug
91,182,Myriad,XMY,myriad
92,199,Skeincoin,SKC,skeincoin
93,201,Einsteinium,EMC2,einsteinium
94,205,Bitcoin Scrypt,BTCS,bitcoin-scrypt
95,206,Coin(O),CNO,coin
96,212,ECC,ECC,eccoin
97,213,MonaCoin,MONA,monacoin
98,215,Rubycoin,RBY,rubycoin
99,217,Bela,BELA,belacoin
100,218,FlutterCoin,FLT,fluttercoin
101,221,OctoCoin,888,octocoin
102,224,FairCoin,FAIR,faircoin
103,233,SolarCoin,SLR,solarcoin
104,234,e-Gulden,EFL,e-gulden
105,254,Gulden,NLG,gulden
106,257,Polcoin,PLC,polcoin
107,258,Groestlcoin,GRS,groestlcoin
108,260,PetroDollar,XPD,petrodollar
109,263,PLNcoin,PLNC,plncoin
110,268,WhiteCoin,XWC,whitecoin
111,269,AsiaCoin,AC,asiacoin
112,275,PopularCoin,POP,popularcoin
113,276,Bitstar,BITS,bitstar
114,278,Quebecoin,QBC,quebecoin
115,279,CannaCoin,CCN,cannacoin
116,287,Slothcoin,SLOTH,slothcoin
117,290,BlueCoin,BLU,bluecoin
118,291,MaidSafeCoin,MAID,maidsafecoin
119,293,Bitcoin Plus,XBC,bitcoin-plus
120,295,BTCtalkcoin,TALK,btctalkcoin
121,298,NewYorkCoin,NYC,newyorkcoin
122,304,Canada eCoin,CDN,canada-ecoin
123,312,Guncoin,GUN,guncoin
124,313,PinkCoin,PINK,pinkcoin
125,316,Dreamcoin,DRM,dreamcoin
126,317,CoffeeCoin,CFC,coffeecoin
127,322,Energycoin,ENRG,energycoin
128,323,VeriCoin,VRC,vericoin
129,325,TEKcoin,TEK,tekcoin
130,328,Monero,XMR,monero
131,331,Litecoin Plus,LCP,litecoin-plus
132,333,Curecoin,CURE,curecoin
133,334,UnbreakableCoin,UNB,unbreakablecoin
134,337,CryptCoin,CRYPT,cryptcoin
135,338,QuazarCoin,QCN,quazarcoin
136,341,SuperCoin,SUPER,supercoin
137,350,BoostCoin,BOST,boostcoin
138,353,Hyper,HYPER,hyper
139,356,BitQuark,BTQ,bitquark
140,360,Motocoin,MOTO,motocoin
141,362,CloakCoin,CLOAK,cloakcoin
142,366,BitSend,BSD,bitsend
143,367,Coin2.1,C2,coin2-1
144,370,Fantomcoin,FCN,fantomcoin
145,372,Bytecoin,BCN,bytecoin-bcn
146,374,ArtByte,ABY,artbyte
147,377,NavCoin,NAV,nav-coin
148,382,Granite,GRN,granitecoin
149,385,Donationcoin,DON,donationcoin
150,386,Piggycoin,PIGGY,piggycoin
151,389,Startcoin,START,startcoin
152,400,Kore,KORE,korecoin
153,405,DigitalNote,XDN,digitalnote
154,406,Boolberry,BBR,boolberry
155,411,SHACoin,SHA,shacoin
156,415,BlazeCoin,BLZ,blazecoin
157,416,HempCoin,THC,hempcoin
158,426,BritCoin,BRIT,britcoin
159,448,Stealth,XST,stealth
160,450,TrustPlus,TRUST,trustplus
161,460,Clams,CLAM,clams
162,461,Quatloo,QTL,quatloo
163,463,BitShares,BTS,bitshares
164,467,BitcoinDark,BTCD,bitcoindark
165,468,Truckcoin,TRK,truckcoin
166,470,Viacoin,VIA,viacoin
167,477,Triangles,TRI,triangles
168,495,I/O Coin,IOC,iocoin
169,501,Cryptonite,XCN,cryptonite
170,502,Carboncoin,CARBON,carboncoin
171,506,CannabisCoin,CANN,cannabiscoin
172,512,Stellar,XLM,stellar
173,513,Titcoin,TIT,titcoin
174,520,Virtacoin,VTA,virtacoin
175,525,HyperStake,HYP,hyperstake
176,536,Joincoin,J,joincoin
177,541,Syscoin,SYS,syscoin
178,543,Bitmark,BTM,bitmark
179,545,Halcyon,HAL,halcyon
180,549,Storjcoin X,SJCX,storjcoin-x
181,551,NeosCoin,NEOS,neoscoin
182,558,Emercoin,EMC,emercoin
183,572,RabbitCoin,RBBT,rabbitcoin
184,573,Burst,BURST,burst
185,576,GameCredits,GAME,gamecredits
186,584,WeAreSatoshi,WSX,wearesatoshi
187,588,Ubiq,UBQ,ubiq
188,594,BunnyCoin,BUN,bunnycoin
189,597,Opal,OPAL,opal
190,601,Acoin,ACOIN,acoin
191,606,FoldingCoin,FLDC,foldingcoin
192,623,bitUSD,BITUSD,bitusd
193,624,bitCNY,BITCNY,bitcny
194,625,bitBTC,BITBTC,bitbtc
195,626,NuBits,USNBT,nubits
196,627,Sterlingcoin,SLG,sterlingcoin
197,629,Magi,XMG,magi
198,633,ExclusiveCoin,EXCL,exclusivecoin
199,638,Trollcoin,TROLL,trollcoin
200,643,SuperNET,UNITY,supernet-unity
201,644,GlobalBoost-Y,BSTY,globalboost-y
202,654,DigitalPrice,DP,digitalprice
203,656,Prime-XI,PXI,prime-xi
204,659,Bitswift,SWIFT,bitswift
205,660,Dashcoin,DSH,dashcoin
206,666,AurumCoin,AU,aurumcoin
207,680,Sativacoin,STV,sativacoin
208,693,Verge,XVG,verge
209,699,NuShares,NSR,nushares
210,702,SpreadCoin,SPR,spreadcoin
211,703,Rimbit,RBT,rimbit
212,706,MonetaryUnit,MUE,monetaryunit
213,707,Blocknet,BLOCK,blocknet
214,708,Gapcoin,GAP,gapcoin
215,719,TittieCoin,TTC,tittiecoin
216,720,Crown,CRW,crown
217,723,BitBay,BAY,bitbay
218,730,GCN Coin,GCN,gcn-coin
219,733,Quotient,XQN,quotient
220,734,Bytecent,BYC,bytecent
221,747,Bitcoin Fast,BCF,bitcoinfast
222,760,OKCash,OK,okcash
223,764,PayCoin,XPY,paycoin2
224,766,vTorrent,VTR,vtorrent
225,778,bitGold,BITGOLD,bitgold
226,781,Unitus,UIS,unitus
227,785,GoldPieces,GP,goldpieces
228,788,Circuits of Value,COVAL,circuits-of-value
229,789,Nexus,NXS,nexus
230,795,SoonCoin,SOON,sooncoin
231,796,MetalCoin,METAL,metalcoin
232,797,IncaKoin,NKA,incakoin
233,799,SmileyCoin,SMLY,smileycoin
234,812,Machinecoin,MAC,machinecoin
235,813,bitSilver,BITSILVER,bitsilver
236,814,Dotcoin,DOT,dotcoin
237,815,Kobocoin,KOBO,kobocoin
238,818,PayCon,CON,paycon
239,819,Bean Cash,BITB,bean-cash
240,823,GeoCoin,GEO,geocoin
241,825,Tether,USDT,tether
242,831,Wild Beast Block,WBB,wild-beast-block
243,833,GridCoin,GRC,gridcoin
244,836,Vcash,XVC,vcash
245,837,X-Coin,XCO,x-coin
246,841,Sharkcoin,SAK,sharkcoin
247,853,LiteDoge,LDOGE,litedoge
248,857,SongCoin,SONG,songcoin
249,859,Woodcoin,LOG,woodcoin
250,869,Crave,CRAVE,crave
251,870,Pura,PURA,pura
252,873,NEM,XEM,nem
253,890,8Bit,8BIT,8bit
254,892,LeaCoin,LEA,leacoin
255,894,Neutron,NTRN,neutron
256,895,Xaurum,XAUR,xaurum
257,898,Californium,CF,californium
258,911,Advanced Internet Blocks,AIB,advanced-internet-blocks
259,912,EggCoin,EGG,eggcoin
260,914,Sphere,SPHR,sphere
261,916,MedicCoin,MEDIC,mediccoin
262,918,Bubble,BUB,bubble
263,920,MUSE,MUSE,bitshares-music
264,921,Universal Currency,UNIT,universal-currency
265,924,ShellCoin,SHELL,shellcoin
266,933,Crypto,CTO,crypto
267,934,ParkByte,PKB,parkbyte
268,938,ARbit,ARB,arbit
269,939,Gambit,GAM,gambit
270,945,Bata,BTA,bata
271,948,AudioCoin,ADC,audiocoin
272,951,Synergy,SNRG,synergy
273,954,bitEUR,BITEUR,biteur
274,959,UniCoin,UNIC,unicoin
275,960,FujiCoin,FJC,fujicoin
276,964,EuropeCoin,ERC,europecoin
277,965,The Cypherfunks,FUNK,the-cypherfunks
278,977,Hexx,HXX,hexx
279,978,Ratecoin,XRA,ratecoin
280,986,CrevaCoin,CREVA,crevacoin
281,988,IrishCoin,IRL,irishcoin
282,990,Bitzeny,ZNY,bitzeny
283,993,BowsCoin,BSC,bowscoin
284,994,AnarchistsPrime,ACP,anarchistsprime
285,998,CompuCoin,CPN,compucoin
286,999,ChainCoin,CHC,chaincoin
287,1002,Sprouts,SPRTS,sprouts
288,1004,Helleniccoin,HNC,helleniccoin
289,1008,Capricoin,CPC,capricoin
290,1010,Flaxscript,FLAX,flaxscript
291,1019,Manna,MANNA,manna
292,1020,Axiom,AXIOM,axiom
293,1022,LEOcoin,LEO,leocoin
294,1026,Aeon,AEON,aeon
295,1027,Ethereum,ETH,ethereum
296,1028,SJWCoin,SJW,sjwcoin
297,1032,TransferCoin,TX,transfercoin
298,1033,GuccioneCoin,GCC,guccionecoin
299,1035,AmsterdamCoin,AMS,amsterdamcoin
300,1038,Eurocoin,EUC,eurocoin
301,1042,Siacoin,SC,siacoin
302,1044,Global Currency Reserve,GCR,global-currency-reserve
303,1050,Shift,SHIFT,shift
304,1052,VectorAI,VEC2,vector
305,1053,Bolivarcoin,BOLI,bolivarcoin
306,1058,SpaceCoin,SPACE,spacecoin
307,1063,Bitcrystals,BCY,bitcrystals
308,1066,Pakcoin,PAK,pakcoin
309,1069,Influxcoin,INFX,influxcoin
310,1070,Expanse,EXP,expanse
311,1082,SIBCoin,SIB,sibcoin
312,1084,IslaCoin,ISL,islacoin
313,1085,Swing,SWING,swing
314,1087,Factom,FCT,factom
315,1089,ParallelCoin,DUO,parallelcoin
316,1090,Save and Gain,SANDG,save-and-gain
317,1093,Prototanium,PR,prototanium
318,1100,DigiCube,CUBE,digicube
319,1104,Augur,REP,augur
320,1106,StrongHands,SHND,stronghands
321,1107,PACcoin,$PAC,paccoin
322,1109,Elite,1337,1337coin
323,1110,Money,$$$,money
324,1111,SOILcoin,SOIL,soilcoin
325,1113,SecretCoin,SCRT,secretcoin
326,1120,DraftCoin,DFT,draftcoin
327,1123,OBITS,OBITS,obits
328,1125,Synereo,AMP,synereo
329,1135,ClubCoin,CLUB,clubcoin
330,1136,Adzcoin,ADZ,adzcoin
331,1141,Moin,MOIN,moin
332,1146,AvatarCoin,AV,avatarcoin
333,1147,RussiaCoin,RC,russiacoin
334,1148,EverGreenCoin,EGC,evergreencoin
335,1153,Creditbit,CRB,creditbit
336,1154,Radium,RADS,radium
337,1155,Litecred,LTCR,litecred
338,1156,Yocoin,YOC,yocoin
339,1159,SaluS,SLS,salus
340,1164,Francs,FRN,francs
341,1165,Evil Coin,EVIL,evil-coin
342,1168,Decred,DCR,decred
343,1169,PIVX,PIVX,pivx
344,1172,Safe Exchange Coin,SAFEX,safe-exchange-coin
345,1175,Rubies,RBIES,rubies
346,1176,Asiadigicoin,ADCN,asiadigicoin
347,1182,KiloCoin,KLC,kilocoin
348,1185,TrumpCoin,TRUMP,trumpcoin
349,1191,Memetic / PepeCoin,MEME,memetic
350,1193,C-Bit,XCT,c-bit
351,1194,Independent Money System,IMS,independent-money-system
352,1195,HOdlcoin,HODL,hodlcoin
353,1198,BigUp,BIGUP,bigup
354,1200,NevaCoin,NEVA,nevacoin
355,1206,BumbaCoin,BUMBA,bumbacoin
356,1208,RevolutionVR,RVR,revolutionvr
357,1209,PosEx,PEX,posex
358,1210,Cabbage,CAB,cabbage
359,1212,MojoCoin,MOJO,mojocoin
360,1213,GoldMaxCoin,GMX,goldmaxcoin
361,1214,Lisk,LSK,lisk
362,1216,EDRCoin,EDRC,edrcoin
363,1218,PostCoin,POST,postcoin
364,1223,BERNcash,BERN,berncash
365,1226,Qwark,QWARK,qwark
366,1229,DigixDAO,DGD,digixdao
367,1230,Steem,STEEM,steem
368,1234,Fantasy Cash,FANS,fantasy-cash
369,1238,Espers,ESP,espers
370,1241,FuzzBalls,FUZZ,fuzzballs
371,1244,HiCoin,XHI,hicoin
372,1247,AquariusCoin,ARCO,aquariuscoin
373,1248,Bitcoin 21,XBTC21,bitcoin-21
374,1249,Elcoin,EL,elcoin-el
375,1250,Zurcoin,ZUR,zurcoin
376,1251,SixEleven,611,sixeleven
377,1252,2GIVE,2GIVE,2give
378,1254,PlatinumBAR,XPTX,platinumbar
379,1256,Alphabit,ABC,alphabitcoinfund
380,1257,LanaCoin,LANA,lanacoin
381,1259,PonziCoin,PONZI,ponzicoin
382,1264,TeslaCoilCoin,TESLA,teslacoilcoin
383,1266,MarteXcoin,MXT,martexcoin
384,1268,Nullex,NLX,nullex
385,1269,RichCoin,RICHX,richcoin
386,1271,PrismChain,PRM,prismchain
387,1274,Waves,WAVES,waves
388,1276,ICO OpenLedger,ICOO,ico-openledger
389,1279,Powercoin,PWR,powercoin
390,1281,ION,ION,ion
391,1282,High Voltage,HVCO,high-voltage
392,1283,Mineum,MNM,mineum
393,1284,RevolverCoin,XRE,revolvercoin
394,1285,GoldBlocks,GB,goldblocks
395,1286,Breakout,BRK,breakout
396,1288,Debitcoin,DBTC,debitcoin
397,1291,Comet,CMT,comet
398,1294,Rise,RISE,rise
399,1297,ChessCoin,CHESS,chesscoin
400,1298,LBRY Credits,LBC,library-credit
401,1299,PutinCoin,PUT,putincoin
402,1303,Breakout Stake,BRX,breakout-stake
403,1304,Syndicate,SYNX,syndicate
404,1306,Cryptojacks,CJ,cryptojacks
405,1308,HEAT,HEAT,heat-ledger
406,1309,LetItRide,LIR,letitride
407,1312,Steem Dollars,SBD,steem-dollars
408,1320,Ardor,ARDR,ardor
409,1321,Ethereum Classic,ETC,ethereum-classic
410,1322,808Coin,808,808coin
411,1323,First Bitcoin,BIT,first-bitcoin
412,1334,Elementrem,ELE,elementrem
413,1336,UGAIN,GAIN,ugain
414,1340,Karbo,KRB,karbo
415,1341,VapersCoin,VPRC,vaperscoin
416,1343,Stratis,STRAT,stratis
417,1348,President Trump,PRES,president-trump
418,1351,Aces,ACES,aces
419,1352,President Johnson,GARY,president-johnson
420,1353,TajCoin,TAJ,tajcoin
421,1358,E-Dinar Coin,EDR,e-dinar-coin
422,1361,Artex Coin,ATX,artex-coin
423,1367,Experience Points,XP,experience-points
424,1368,Veltor,VLT,veltor
425,1371,B3Coin,KB3,b3coin
426,1375,Golfcoin,GOLF,golfcoin
427,1376,NEO,NEO,neo
428,1380,LoMoCoin,LMC,lomocoin
429,1381,Bitcloud,BTDX,bitcloud
430,1382,NoLimitCoin,NLC2,nolimitcoin
431,1387,VeriumReserve,VRM,veriumreserve
432,1389,Zayedcoin,ZYD,zayedcoin
433,1390,Jin Coin,JIN,jin-coin
434,1391,Tao,XTO,tao
435,1392,Pluton,PLU,pluton
436,1393,Tellurion,TELL,tellurion
437,1395,Dollarcoin,DLC,dollarcoin
438,1396,MustangCoin,MST,mustangcoin
439,1397,Beatcoin,XBTS,beatcoin
440,1398,PROUD Money,PROUD,proud-money
441,1399,Sequence,SEQ,sequence
442,1400,Omicron,OMC,omicron
443,1403,FirstBlood,1ST,firstblood
444,1405,Pepe Cash,PEPECASH,pepe-cash
445,1408,Iconomi,ICN,iconomi
446,1409,SingularDTV,SNGLS,singulardtv
447,1414,ZCoin,XZC,zcoin
448,1418,Rcoin,RCN,rcoin
449,1420,Atomic Coin,ATOM,atomic-coin
450,1421,JobsCoin,JOBS,jobscoin
451,1423,Triggers,TRIG,triggers
452,1425,Sakuracoin,SKR,sakuracoin
453,1429,Levocoin,LEVO,levocoin
454,1434,Advanced Technology Coin,ARC,arcticcoin
455,1435,Cubits,QBT,cubits
456,1436,DynamicCoin,DMC,dynamiccoin
457,1437,Zcash,ZEC,zcash
458,1439,AllSafe,ASAFE2,allsafe
459,1442,BipCoin,BIP,bipcoin
460,1447,ZClassic,ZCL,zclassic
461,1448,Zoin,ZOI,zoin
462,1449,WA Space,WA,wa-space
463,1454,Lykke,LKK,lykke
464,1455,Golem,GNT,golem-network-tokens
465,1456,ZetaMicron,ZMC,zetamicron
466,1457,Bitcurrency,BTCR,bitcurrency
467,1459,Regacoin,REGA,regacoin
468,1464,Internet of People,IOP,internet-of-people
469,1465,Veros,VRS,veros
470,1466,Hush,HUSH,hush
471,1468,Kurrent,KURT,kurrent
472,1469,Creatio,XCRE,creatio
473,1472,Rawcoin,XRC,rawcoin2
474,1473,Pascal Coin,PASC,pascal-coin
475,1474,Eternity,ENT,eternity
476,1475,Incent,INCNT,incent
477,1478,DECENT,DCT,decent
478,1480,Golos,GOLOS,golos
479,1481,Nexium,NXC,nexium
480,1483,vSlice,VSL,vslice
481,1485,Dollar Online,DOLLAR,dollar-online
482,1486,Vault Coin,VLTC,vault-coin
483,1487,Pabyosi Coin (Special),PCS,pabyosi-coin-special
484,1489,T-coin,TCOIN,t-coin
485,1492,Byteball Bytes,GBYTE,byteball
486,1495,PoSW Coin,POSW,posw-coin
487,1496,Luna Coin,LUNA,luna-coin
488,1497,Fargocoin,FRGC,fargocoin
489,1500,Wings,WINGS,wings
490,1501,Dix Asset,DIX,dix-asset
491,1503,Darcrus,DAR,darcrus
492,1504,InflationCoin,IFLT,inflationcoin
493,1505,Spectrecoin,XSPEC,spectrecoin
494,1506,Safe Trade Coin,XSTC,safe-trade-coin
495,1507,LandCoin,LDCN,landcoin
496,1509,BenjiRolls,BENJI,benjirolls
497,1510,CryptoCarbon,CCRB,cryptocarbon
498,1511,PureVidz,VIDZ,purevidz
499,1513,BitConnect,BCC,bitconnect
500,1514,ICOBID,ICOB,icobid
501,1515,iBank,IBANK,ibank
502,1518,Maker,MKR,maker
503,1520,Digital Rupees,DRS,digital-rupees
504,1521,Komodo,KMD,komodo
505,1522,FirstCoin,FRST,firstcoin
506,1523,Magnum,MGM,magnum
507,1524,Tattoocoin (Standard Edition),TSE,tattoocoin
508,1525,Solarflarecoin,SFC,solarflarecoin
509,1526,Zilbercoin,ZBC,zilbercoin
510,1527,Waves Community Token,WCT,waves-community-token
511,1528,Iconic,ICON,iconic
512,1529,KushCoin,KUSH,kushcoin
513,1531,Global Cryptocurrency,GCC,global-cryptocurrency
514,1533,Avoncoin,ACN,avoncoin
515,1534,BOAT,BOAT,doubloon
516,1535,Eryllium,ERY,eryllium
517,1539,Elysium,ELS,elysium
518,1542,Golos Gold,GBG,golos-gold
519,1546,Centurion,CNT,centurion
520,1548,Marijuanacoin,MAR,marijuanacoin
521,1550,Master Swiscoin,MSCN,master-swiscoin
522,1552,Melon,MLN,melon
523,1554,Allion,ALL,allion
524,1555,PRCoin,PRC,prcoin
525,1556,Chronobank,TIME,chronobank
526,1558,Argus,ARGUS,argus
527,1559,Renos,RNS,renos
528,1561,UR,UR,ur
529,1562,Swarm City,SWT,swarm-city
530,1563,PIECoin,PIE,piecoin
531,1565,MarxCoin,MARX,marxcoin
532,1566,Visio,VISIO,visio
533,1567,Nano,NANO,nano
534,1568,LevoPlus,LVPS,levoplus
535,1570,GeertCoin,GEERT,geertcoin
536,1575,Pascal Lite,PASL,pascal-lite
537,1576,MiloCoin,MILO,milocoin
538,1577,Musicoin,MUSIC,musicoin
539,1578,Zero,ZER,zero
540,1579,BioBar,BIOB,biobar
541,1581,Honey,HONEY,honey
542,1582,Netko,NETKO,netko
543,1586,Ark,ARK,ark
544,1587,Dynamic,DYN,dynamic
545,1588,Tokes,TKS,tokes
546,1590,Mercury,MER,mercury
547,1592,TaaS,TAAS,taas
548,1595,Soarcoin,SOAR,soarcoin
549,1596,Edgeless,EDG,edgeless
550,1597,Bankcoin,B@,bankcoin
551,1598,ZSEcoin,ZSE,zsecoin
552,1602,HealthyWormCoin,WORM,healthywormcoin
553,1603,Databits,DTB,databits
554,1605,Universe,UNI,universe
555,1606,Solaris,XLR,solaris
556,1607,Impact,IMX,impact
557,1608,Tristar Coin,TSTR,tristar-coin
558,1609,Asch,XAS,asch
559,1611,DubaiCoin,DBIX,dubaicoin-dbix
560,1614,Darsek,KED,darsek
561,1616,Matchpool,GUP,guppy
562,1617,Ultimate Secure Cash,USC,ultimate-secure-cash
563,1618,E-coin,ECN,e-coin
564,1619,Skycoin,SKY,skycoin
565,1623,BlazerCoin,BLAZR,blazercoin
566,1624,Atmos,ATMOS,atmos
567,1625,Ethereum Movie Venture,EMV,ethereum-movie-venture
568,1626,InPay,INPAY,inpay
569,1628,Happycoin,HPC,happycoin
570,1629,Zennies,ZENI,zennies
571,1630,Coinonat,CXT,coinonat
572,1631,Internet of Things,XOT,internet-of-things
573,1632,Concoin,CONX,concoin
574,1636,XTRABYTES,XBY,xtrabytes
575,1637,iExec RLC,RLC,rlc
576,1638,WeTrust,TRST,trust
577,1640,DeusCoin,DEUS,deuscoin
578,1642,Altcoin,ALT,altcoin-alt
579,1643,WavesGo,WGO,wavesgo
580,1644,MACRON,MCRN,macron
581,1647,Tattoocoin (Limited Edition),TLE,tattoocoin-limited
582,1650,ProCurrency,PROC,procurrency
583,1651,SpeedCash,SCS,speedcash
584,1654,Bitcore,BTX,bitcore
585,1657,Bitvolt,VOLT,bitvolt
586,1658,Lunyr,LUN,lunyr
587,1659,Gnosis,GNO,gnosis-gno
588,1660,TokenCard,TKN,tokencard
589,1662,Condensate,RAIN,condensate
590,1665,Gold Pressed Latinum,GPL,gold-pressed-latinum
591,1669,Humaniq,HMQ,humaniq
592,1670,FUNCoin,FUNC,funcoin
593,1671,iTicoin,ITI,iticoin
594,1673,Minereum,MNE,minereum
595,1674,Cannation,CNNC,cannation
596,1676,Creativecoin,CREA,creativecoin
597,1677,Etheroll,DICE,etheroll
598,1678,InsaneCoin,INSN,insanecoin-insn
599,1679,Halloween Coin,HALLO,halloween-coin
600,1680,Aragon,ANT,aragon
601,1681,PRIZM,PZM,prizm
602,1683,RouletteToken,RLT,roulettetoken
603,1684,Qtum,QTUM,qtum
604,1685,EcoCoin,ECO,ecocoin
605,1686,EquiTrader,EQT,equitrader
606,1687,Digital Money Bits,DMB,digital-money-bits
607,1688,APX,APX,apx
608,1690,MCAP,MCAP,mcap
609,1691,Project-X,NANOX,project-x
610,1693,Theresa May Coin,MAY,theresa-may-coin
611,1694,Sumokoin,SUMO,sumokoin
612,1695,ZenGold,ZENGOLD,zengold
613,1697,Basic Attention Token,BAT,basic-attention-token
614,1698,ZenCash,ZEN,zencash
615,1699,Ethbits,ETBS,ethbits
616,1700,Aeternity,AE,aeternity
617,1702,Version,V,version
618,1703,Metaverse ETP,ETP,metaverse
619,1704,eBoost,EBST,eboostcoin
620,1706,Aidos Kuneen,ADK,aidos-kuneen
621,1707,STEX,STEX,stex
622,1708,Patientory,PTOY,patientory
623,1709,Quantum,QAU,quantum
624,1710,Veritaseum,VERI,veritaseum
625,1711,Electra,ECA,electra
626,1712,Quantum Resistant Ledger,QRL,quantum-resistant-ledger
627,1714,EncryptoTel [WAVES],ETT,encryptotel
628,1715,MobileGo,MGO,mobilego
629,1716,Ammo Reloaded,AMMO,ammo-reloaded
630,1717,Neuro,NRO,neuro
631,1719,Peerplays,PPY,peerplays-ppy
632,1720,IOTA,MIOTA,iota
633,1721,Mysterium,MYST,mysterium
634,1722,More Coin,MORE,more-coin
635,1723,SONM,SNM,sonm
636,1724,Linx,LINX,linx
637,1726,ZrCoin,ZRC,zrcoin
638,1727,Bancor,BNT,bancor
639,1728,Cheapcoin,CHEAP,cheapcoin
640,1729,Cofound.it,CFI,cofound-it
641,1731,GlobalToken,GLT,globaltoken
642,1732,Numeraire,NMR,numeraire
643,1733,Octanox,OTX,octanox
644,1736,Unify,UNIFY,unify
645,1737,Elastic,XEL,elastic
646,1738,Coupecoin,COUPE,coupecoin
647,1739,Miners' Reward Token,MRT,miners-reward-token
648,1741,Bitok,BITOK,bitok
649,1742,Huncoin,HNC,huncoin
650,1743,KingN Coin,KNC,kingn-coin
651,1745,Dinastycoin,DCY,dinastycoin
652,1746,Leviar,XLC,leviar
653,1747,Onix,ONX,onix
654,1748,Bitcoin Planet,BTPL,bitcoin-planet
655,1750,GXChain,GXS,gxchain
656,1752,Goodomy,GOOD,goodomy
657,1753,Antimatter,ANTX,antimatter
658,1754,Bitradio,BRO,bitradio
659,1755,Flash,FLASH,flash
660,1757,FunFair,FUN,funfair
661,1758,TenX,PAY,tenx
662,1759,Status,SNT,status
663,1760,ChanCoin,CHAN,chancoin
664,1762,Ergo,EFYT,ergo
665,1763,BriaCoin,BRIA,briacoin
666,1765,EOS,EOS,eos
667,1767,TurboCoin,TURBO,turbocoin
668,1768,AdEx,ADX,adx-net
