,circulating_supply,id,last_updated,max_supply,name,quotes.USD.market_cap,quotes.USD.percent_change_1h,quotes.USD.percent_change_24h,quotes.USD.percent_change_7d,quotes.USD.price,quotes.USD.volume_24h,rank,symbol,total_supply,website_slug
107,70308924.0,258,1529737144.0,105000000.0,Groestlcoin,44441708.0,-0.48,-12.14,-16.34,0.632092,2389520.0,159,GRS,70308924.0,groestlcoin
1072,1413716694.0,2277,1529737174.0,,SmartMesh,43656844.0,-1.2,-8.52,-9.24,0.0308809,669688.0,160,SMT,3141592653.0,smartmesh
1091,1218054044.0,2298,1529737175.0,,Dynamic Trading Rights,43415709.0,-1.09,-10.2,-11.32,0.0356435,9808.25,161,DTR,3750000000.0,dynamic-trading-rights
1099,43003806.0,2308,1529737175.0,,Dai,43026598.0,0.94,0.54,0.64,1.00053,1494350.0,162,DAI,43003806.0,dai
1226,79056577.0,2447,1529737178.0,,Crypterium,42885663.0,-0.9,-8.11,-10.53,0.542468,1074070.0,163,CRPT,99983577.0,crypterium
1016,617314171.0,2212,1529737172.0,,Quantstamp,42799256.0,-1.87,-13.51,-29.08,0.0693314,1391660.0,164,QSP,976442388.0,quantstamp
153,6906847847.0,405,1529737145.0,8589869056.0,DigitalNote,42742683.0,-2.19,-12.11,-10.89,0.00618845,977986.0,165,XDN,6906847847.0,digitalnote
951,756192535.0,2130,1529737170.0,,Enjin Coin,42615003.0,-1.21,-15.59,-26.68,0.0563547,2141750.0,166,ENJ,1000000000.0,enjin-coin
1280,182940941.0,2505,1529737179.0,,Bluzelle,42534867.0,-1.11,-10.62,-20.81,0.232506,6786500.0,167,BLZ,500000000.0,bluzelle
1316,8025845771.0,2541,1529737181.0,,Storiqa,42409532.0,-0.81,-9.71,-29.51,0.00528412,2117100.0,168,STQ,11287544272.0,storiqa
1071,761143950.0,2276,1529737174.0,999449694.0,Ignis,42279948.0,-1.45,-11.93,-20.31,0.0555479,491902.0,169,IGNIS,999449694.0,ignis
1331,137958656.0,2556,1529737182.0,,Credits,41941777.0,-1.7,-8.27,-9.28,0.304017,2001190.0,170,CS,249471071.0,credits
55,44771350.0,99,1529737143.0,84000000.0,Vertcoin,41499236.0,-0.34,-9.19,-14.51,0.926915,413053.0,171,VTC,44771350.0,vertcoin
1086,241663510.0,2291,1529737174.0,,Genaro Network,41030597.0,-1.35,-11.14,-18.5,0.169784,1096570.0,172,GNX,675000000.0,genaro-network
924,445898741.0,2095,1529737169.0,,BOScoin,40514895.0,-1.74,-8.23,-9.58,0.0908612,101041.0,173,BOS,500000000.0,boscoin
1282,4704993287.0,2507,1529737180.0,,THEKEY,40475599.0,-2.18,-8.73,-15.37,0.00860269,414141.0,174,TKY,9795844687.0,thekey
718,259348201.0,1834,1529737162.0,,Pillar,40221275.0,-1.51,-9.82,-14.15,0.155086,129636.0,175,PLR,800000000.0,pillar
1223,39714631.0,2444,1529737178.0,,CRYPTO20,39927501.0,-1.54,-9.17,-13.09,1.00536,87824.7,176,C20,40656082.0,c20
712,9016860.0,1826,1529737162.0,,Particl,39194308.0,-4.96,-11.72,-16.41,4.34678,402916.0,177,PART,9016860.0,particl
1404,68321174.0,2633,1529737184.0,,Stakenet,38565868.0,-0.08,-11.98,-0.95,0.564479,148428.0,178,XSN,78672056.0,stakenet
1235,4750000000.0,2458,1529737178.0,,Odyssey,38533140.0,-2.83,-9.54,-23.97,0.00811224,9992540.0,179,OCN,10000000000.0,odyssey
974,50168936.0,2161,1529737171.0,,Raiden Network Token,38154830.0,-1.45,-8.26,-15.27,0.760527,1030530.0,181,RDN,100000000.0,raiden-network-token
1398,15418285.0,2627,1529737184.0,25000000.0,TokenPay,38128494.0,0.32,-6.6,-8.46,2.47294,303433.0,182,TPAY,19234738.0,tokenpay
