,circulating_supply,id,last_updated,max_supply,name,quotes.USD.market_cap,quotes.USD.percent_change_1h,quotes.USD.percent_change_24h,quotes.USD.percent_change_7d,quotes.USD.price,quotes.USD.volume_24h,rank,symbol,total_supply,website_slug
762,114041290.0,1839,1529434165.0,,Binance Coin,1881658479.0,0.88,-2.78,7.06,16.4998,84844400.0,15,BNB,194972068.0,binance-coin
257,8999999999.0,873,1529434149.0,,NEM,1792980000.0,0.25,0.25,-5.73,0.19922,9692160.0,16,XEM,8999999999.0,nem
808,547495525.0,1904,1529434165.0,,VeChain,1763154590.0,-0.12,0.61,1.02,3.2204,69565700.0,17,VEN,873378637.0,vechain
425,102413504.0,1321,1529434153.0,,Ethereum Classic,1562727658.0,-0.22,0.52,1.65,15.259,268658000.0,18,ETC,102413504.0,ethereum-classic
1385,151292175.0,2566,1529434183.0,,Ontology,1013926872.0,-0.16,0.74,4.68,6.70178,94714300.0,19,ONT,1000000000.0,ontology
736,102042552.0,1808,1529434163.0,,OmiseGO,944088505.0,0.08,-2.93,0.04,9.25191,20945500.0,20,OMG,140245398.0,omisego
638,88664516.0,1684,1529434161.0,,Qtum,939214352.0,0.08,-2.28,-8.08,10.5929,179172000.0,21,QTUM,100664516.0,qtum
480,4173694.0,1437,1529434154.0,,Zcash,823014844.0,-0.08,-1.26,-2.87,197.191,46022700.0,22,ZEC,4173694.0,zcash
967,387231340.0,2099,1529434171.0,,ICON,810943744.0,0.06,-1.68,6.19,2.09421,41750700.0,23,ICX,400228740.0,icon
146,183890481254.0,372,1529434144.0,184470000000.0,Bytecoin,711797758.0,-1.39,-7.93,-14.51,0.00387077,10053700.0,24,BCN,183890481254.0,bytecoin-bcn
373,107115028.0,1214,1529434151.0,,Lisk,691877389.0,0.3,0.91,-6.46,6.4592,9185780.0,25,LSK,122361476.0,lisk
1289,7575893444.0,2469,1529434179.0,,Zilliqa,670702180.0,0.31,0.27,-6.77,0.0885311,26169800.0,26,ZIL,12600000000.0,zilliqa
353,7145743.0,1168,1529434151.0,21000000.0,Decred,665171483.0,-0.04,-0.13,4.47,93.0864,7096250.0,27,DCR,7565743.0,decred
651,233020472.0,1700,1529434161.0,,Aeternity,608132168.0,-0.03,-1.99,-4.57,2.60978,8062740.0,28,AE,273685830.0,aeternity
955,17075586.0,2083,1529434171.0,21000000.0,Bitcoin Gold,555846186.0,0.1,-1.23,-8.76,32.5521,14059400.0,29,BTG,17175586.0,bitcoin-gold
782,1002499275.0,1866,1529434164.0,,Bytom,539939092.0,-0.25,-3.47,7.64,0.538593,89181900.0,30,BTM,1407000000.0,bytom
801,531708915.0,1896,1529434167.0,,0x,462580376.0,-0.6,-1.25,-7.34,0.869988,9863450.0,31,ZRX,1000000000.0,0x
308,35163786330.0,1042,1529434150.0,,Siacoin,456271226.0,0.13,0.19,-2.67,0.0129756,15935400.0,32,SC,35163786330.0,siacoin
211,15054315539.0,693,1529434146.0,16555000000.0,Verge,446494439.0,-0.8,1.31,3.42,0.0296589,9022840.0,33,XVG,15054315539.0,verge
380,262360964.0,1230,1529434152.0,,Steem,441340990.0,-1.4,1.9,-5.9,1.68219,1770140.0,34,STEEM,279335058.0,steem
164,2634700000.0,463,1529434145.0,3600570502.0,BitShares,425114114.0,0.05,-2.57,1.08,0.161352,6313510.0,35,BTS,2634700000.0,bitshares
327,11000000.0,1104,1529434150.0,,Augur,398202200.0,-0.17,5.13,12.97,36.2002,2966680.0,36,REP,11000000.0,augur
564,133248289.0,1567,1529434158.0,133248290.0,Nano,369664066.0,-0.02,0.18,-2.32,2.77425,5502290.0,37,NANO,133248289.0,nano
400,100000000.0,1274,1529434152.0,,Waves,360876000.0,-0.0,-2.07,-0.71,3.60876,21338000.0,38,WAVES,100000000.0,waves
900,360599055.0,2021,1529434168.0,1000000000.0,RChain,359812228.0,-0.67,-3.54,-7.96,0.997818,744243.0,39,RHOC,870663574.0,rchain
1067,153756875.0,2222,1529434173.0,210000000.0,Bitcoin Diamond,358207392.0,-0.13,-4.03,-3.9,2.3297,1379480.0,40,BCD,156756875.0,bitcoin-diamond
530,618228.0,1518,1529434156.0,,Maker,347013102.0,-0.13,2.2,-15.73,561.303,137679.0,41,MKR,1000000.0,maker
41,114935010669.0,74,1529434142.0,,Dogecoin,345134895.0,-0.27,-0.87,-4.64,0.00300287,5500850.0,42,DOGE,114935010669.0,dogecoin
1424,106152493.0,2606,1529434184.0,,Wanchain,323036896.0,0.25,0.06,-3.62,3.04314,3233970.0,43,WAN,210000000.0,wanchain
488,839242000.0,1455,1529434155.0,,Golem,319596781.0,-0.18,-0.44,-8.87,0.380816,6354470.0,44,GNT,1000000000.0,golem-network-tokens
1393,20465402.0,2575,1529434183.0,21000000.0,Bitcoin Private,315396409.0,0.29,-2.05,3.97,15.4112,348385.0,45,BTCP,20465402.0,bitcoin-private
433,98901732.0,1343,1529434153.0,,Stratis,309480333.0,-0.82,-1.99,-8.3,3.12917,3457600.0,46,STRAT,98901732.0,stratis
58,10412684973.0,109,1529434142.0,21000000000.0,DigiByte,289139436.0,0.27,-0.99,-6.34,0.027768,1594580.0,47,DGB,10412684973.0,digibyte
723,37004027.0,1789,1529434164.0,53252246.0,Populous,288510407.0,0.94,-4.69,-2.99,7.79673,6690580.0,48,PPT,53252246.0,populous
823,31144099.0,1925,1529434165.0,100000000.0,Waltonchain,268229802.0,0.22,-2.23,-5.3,8.61254,5981750.0,49,WTC,70000000.0,waltonchain
698,3470483788.0,1759,1529434162.0,,Status,264339115.0,0.08,0.52,-2.71,0.0761678,10801600.0,50,SNT,6804870174.0,status
811,45500000.0,1908,1529434166.0,100000000.0,Nebulas,256830210.0,1.74,1.93,4.39,5.64462,37605800.0,51,NAS,100000000.0,nebulas-token
1321,50000200.0,2502,1529434182.0,,Huobi Token,256415026.0,0.3,16.58,10.96,5.12828,127464000.0,52,HT,500000000.0,huobi-token
648,1000000000.0,1697,1529434160.0,,Basic Attention Token,249687000.0,-0.73,-1.29,16.89,0.249687,3724050.0,53,BAT,1500000000.0,basic-attention-token
807,43129353.0,1903,1529434164.0,84000000.0,Hshare,248036047.0,-0.67,-0.48,0.1,5.75098,25392100.0,54,HSR,43129353.0,hshare
937,167480575.0,2062,1529434170.0,,Aion,242034553.0,-0.23,-5.8,-10.14,1.44515,3284020.0,55,AION,465934587.0,aion
1231,8400000000.0,2405,1529434178.0,,IOST,239337840.0,0.86,3.08,3.35,0.0284926,29451100.0,56,IOST,21000000000.0,iostoken
379,2000000.0,1229,1529434152.0,,DigixDAO,232872000.0,0.46,2.88,0.63,116.436,663658.0,57,DGD,2000000.0,digixdao
956,90730576.0,2087,1529434169.0,,KuCoin Shares,232754776.0,0.04,-0.98,7.02,2.56534,1440250.0,58,KCS,180730576.0,kucoin-shares
829,572074043.0,1934,1529434167.0,,Loopring,218748529.0,0.46,1.0,-0.03,0.382378,7556020.0,59,LRC,1374956262.0,loopring
532,104253976.0,1521,1529434156.0,,Komodo,201159088.0,-0.03,-1.22,-4.74,1.92951,552575.0,60,KMD,104253976.0,komodo
690,60000000.0,1750,1529434162.0,100000000.0,GXChain,192256200.0,0.16,-0.78,-12.73,3.20427,21634100.0,61,GXS,100000000.0,gxchain
424,998999495.0,1320,1529434153.0,998999495.0,Ardor,185298422.0,0.01,1.84,-7.01,0.185484,1776410.0,62,ARDR,998999495.0,ardor
673,50455942.0,1727,1529434162.0,,Bancor,178060028.0,0.01,3.2,2.37,3.52902,8026700.0,63,BNT,75791433.0,bancor
62,28808713174.0,118,1529434143.0,,ReddCoin,177643168.0,-0.19,0.34,14.13,0.0061663,3892340.0,64,RDD,28808713174.0,reddcoin
905,45329893.0,2027,1529434168.0,210000000.0,Cryptonex,172537812.0,-2.72,-2.71,0.47,3.80627,1249040.0,65,CNX,106767519.0,cryptonex
1135,250000000.0,2299,1529434176.0,1000000000.0,aelf,170887500.0,-0.44,-1.99,-6.02,0.68355,15097900.0,66,ELF,280000000.0,aelf
574,103305874.0,1586,1529434158.0,,Ark,162623074.0,0.25,-1.75,-12.17,1.57419,786252.0,67,ARK,134555874.0,ark
97,60278800.0,213,1529434144.0,,MonaCoin,161857620.0,-0.15,0.56,-7.84,2.68515,750880.0,68,MONA,60278800.0,monacoin
118,452552412.0,291,1529434144.0,,MaidSafeCoin,160952528.0,0.28,-1.32,6.67,0.355655,2347790.0,69,MAID,452552412.0,maidsafecoin
1229,35897055.0,2403,1529434178.0,,MOAC,154519948.0,-4.65,0.38,5.82,4.30453,38102.6,70,MOAC,56483386.0,moac
1312,5214552.0,2492,1529434180.0,,Elastos,149228484.0,-0.58,-3.68,-10.69,28.6177,6661800.0,71,ELA,33646147.0,elastos
787,325226613094.0,1876,1529434164.0,8000000000000.0,Dentacoin,149200961.0,0.06,0.01,-1.25,0.00045876,168736.0,72,DCN,1963173416169.0,dentacoin
354,56530788.0,1169,1529434151.0,,PIVX,148013431.0,0.24,-3.48,-6.96,2.61828,1303930.0,73,PIVX,56530788.0,pivx
1086,692459959.0,2246,1529434174.0,,CyberMiles,146659557.0,-0.28,-1.73,-8.59,0.211795,23202000.0,74,CMT,1000000000.0,cybermiles
1141,104342466.0,2307,1529434175.0,,Bibox Token,143867392.0,1.25,10.77,-15.57,1.3788,80741900.0,75,BIX,269944749.0,bibox-token
719,10128375.0,1785,1529434163.0,100000000.0,Gas,140116954.0,0.15,-0.15,-7.35,13.8341,3660830.0,76,GAS,17190378.0,gas
1426,306507021.0,2608,1529434184.0,,Mithril,138764617.0,0.23,-2.74,6.96,0.452729,35446500.0,77,MITH,1000000000.0,mithril
866,134132697.0,1982,1529434168.0,,Kyber Network,134591431.0,0.12,-1.56,-5.92,1.00342,5155680.0,78,KNC,215625349.0,kyber-network
659,2036645.0,1710,1529434160.0,,Veritaseum,129925963.0,-0.33,-6.19,-12.02,63.7941,708372.0,79,VERI,100000000.0,veritaseum
696,5010848189.0,1757,1529434161.0,,FunFair,127965037.0,0.27,-3.38,-3.54,0.0255376,2578280.0,80,FUN,10999873621.0,funfair
1176,175400000.0,2346,1529434177.0,,WaykiChain,127497558.0,-2.13,-6.4,-38.37,0.726896,24727100.0,81,WICC,210000000.0,waykichain
744,76853089.0,1817,1529434162.0,,Ethos,127139603.0,0.94,-1.52,-11.06,1.65432,2173160.0,82,ETHOS,222295208.0,ethos
1349,29684331.0,2530,1529434182.0,,Fusion,124026776.0,0.03,-5.09,-9.72,4.17819,7036100.0,83,FSN,57344000.0,fusion
180,535535075.0,541,1529434145.0,888000000.0,Syscoin,123514203.0,1.36,5.96,-8.16,0.230637,1750160.0,84,SYS,535535075.0,syscoin
1409,19483371148.0,2591,1529434184.0,,Dropil,122600866.0,-3.15,-2.65,5.36,0.00629259,308244.0,85,DROP,30000000000.0,dropil
1453,149792458.0,2638,1529434185.0,,Cortex,120362284.0,-0.33,4.28,-4.4,0.803527,13231600.0,86,CTXC,299792458.0,cortex
1406,602536710.0,2588,1529434183.0,,Loom Network,117988739.0,0.42,-6.01,-24.79,0.19582,2981060.0,87,LOOM,1000000000.0,loom-network
1060,350000000.0,2213,1529434173.0,,QASH,117556950.0,-0.01,1.0,-17.95,0.335877,1777720.0,88,QASH,1000000000.0,qash
1253,300056960.0,2428,1529434179.0,,Scry.info,116590132.0,0.09,5.78,7.48,0.38856,1820260.0,89,DDD,1000000000.0,scryinfo
34,998999942.0,66,1529434142.0,1000000000.0,Nxt,116231645.0,-0.14,-0.59,-4.02,0.116348,2707140.0,90,NXT,998999942.0,nxt
185,41900379.0,558,1529434148.0,,Emercoin,112557827.0,0.16,-0.88,7.68,2.68632,2323170.0,91,EMC,41900379.0,emercoin
876,756097560976.0,1993,1529434167.0,,Kin,112487659.0,0.37,3.11,-6.13,0.000148774,374707.0,92,KIN,10000000000000.0,kin
961,40000000.0,2092,1529434170.0,,Nuls,112160400.0,0.29,-4.41,-0.6,2.80401,2823650.0,93,NULS,40000000.0,nuls
920,74836171.0,2044,1529434169.0,,Enigma,108204123.0,0.79,-0.11,5.26,1.44588,2264560.0,94,ENG,150000000.0,enigma-project
868,383021000.0,1984,1529434167.0,,Substratum,107958299.0,0.49,0.67,-2.11,0.28186,1239330.0,95,SUB,472000000.0,substratum
853,1050141509.0,1966,1529434167.0,,Decentraland,107513488.0,-0.32,-4.43,7.5,0.10238,8224510.0,96,MANA,2644403343.0,decentraland
1315,276420107.0,2496,1529434181.0,,Polymath,107220595.0,0.35,-1.64,-14.43,0.38789,4257580.0,97,POLY,1000000000.0,polymath-network
322,8745102.0,1087,1529434149.0,,Factom,105713417.0,0.44,6.01,5.08,12.0883,583542.0,98,FCT,8745102.0,factom
1083,238421940.0,2243,1529434173.0,,Dragonchain,101217028.0,0.48,-0.88,1.9,0.424529,1023250.0,99,DRGN,433494437.0,dragonchain
470,5002095.0,1414,1529434155.0,21400000.0,ZCoin,100850247.0,0.16,0.76,-9.65,20.1616,656439.0,100,XZC,5002095.0,zcoin
993,373406633.0,2132,1529434171.0,,Power Ledger,98077493.0,0.26,-0.06,-2.71,0.262656,875743.0,101,POWR,1000000000.0,power-ledger
1242,638956089.0,2416,1529434178.0,,Theta Token,97172442.0,0.1,-3.77,-19.28,0.15208,10617900.0,102,THETA,1000000000.0,theta-token
216,5196643.0,707,1529434146.0,,Blocknet,96270927.0,0.45,-2.03,5.1,18.5256,116811.0,103,BLOCK,5196643.0,blocknet
1523,285435176.0,2711,1529434187.0,,Docademic,92697071.0,0.67,-14.74,95.39,0.324757,6099540.0,104,MTC,850000000.0,docademic
1133,4165148496.0,2297,1529434175.0,,Storm,91950651.0,-0.04,0.17,-6.24,0.0220762,8402940.0,105,STORM,10000000000.0,storm
1459,660755177.0,2644,1529434185.0,,eosDAC,91726694.0,0.31,-4.54,14.92,0.138821,1091650.0,106,EOSDAC,1200000000.0,eosdac
1423,629990099.0,2605,1529434184.0,,BnkToTheFuture,91548271.0,-0.05,1.34,-13.22,0.145317,1885870.0,107,BFT,1000000000.0,bnktothefuture
1127,533786482.0,2289,1529434175.0,,Gifto,89656379.0,0.26,1.63,1.3,0.167963,4750680.0,108,GTO,1000000000.0,gifto
997,7218478732.0,2137,1529434172.0,21000000000.0,Electroneum,88999512.0,-1.03,-8.14,-17.47,0.0123294,533966.0,109,ETN,7218478732.0,electroneum
232,57864177.0,789,1529434149.0,,Nexus,88678008.0,0.02,0.64,-3.47,1.53252,1688500.0,110,NXS,57864177.0,nexus
1403,784683332.0,2585,1529434184.0,,Centrality,83838706.0,-0.84,-2.88,-25.58,0.106844,114560.0,111,CENNZ,1200000000.0,centrality
512,645946.0,1492,1529434156.0,,Byteball Bytes,83617065.0,0.26,-3.85,-4.39,129.449,59070.5,112,GBYTE,1000000.0,byteball
711,15793831.0,1776,1529434162.0,,Monaco,83441495.0,1.01,1.63,0.43,5.28317,7190040.0,113,MCO,31587682.0,monaco
1043,68428768.0,2191,1529434172.0,,Paypex,81638942.0,-0.09,10.98,22.82,1.19305,12991.8,114,PAYX,150000000.0,paypex
1150,1500000000.0,2316,1529434176.0,10000000000.0,DeepBrain Chain,80997000.0,0.06,-3.77,-16.2,0.053998,1601080.0,115,DBC,10000000000.0,deepbrain-chain
752,1041527992.0,1828,1529434163.0,5000000000.0,SmartCash,80442310.0,-1.25,-2.6,10.08,0.0772349,778081.0,116,SMART,1642572271.0,smartcash
649,4096213.0,1698,1529434160.0,21000000.0,ZenCash,80373014.0,0.02,0.29,7.9,19.6213,866502.0,117,ZEN,4096213.0,zencash
610,80070793.0,1637,1529434159.0,,iExec RLC,79152862.0,-0.33,-3.59,-13.77,0.988536,702802.0,118,RLC,86999785.0,rlc
707,135787539.0,1772,1529434162.0,,Storj,78644884.0,0.32,0.48,-5.88,0.579176,1161180.0,119,STORJ,424999998.0,storj
1136,637489318.0,2300,1529434175.0,,WAX,77154057.0,0.33,1.12,-15.18,0.121028,1227850.0,120,WAX,1850000000.0,wax
1167,618847028.0,2336,1529434176.0,,Game.com,76824908.0,-2.38,-5.37,25.05,0.124142,3451560.0,121,GTC,2000000000.0,game
861,350000000.0,1975,1529434166.0,,ChainLink,76769000.0,1.29,1.49,-10.25,0.21934,670716.0,122,LINK,1000000000.0,chainlink
1497,133214575156.0,2682,1529434186.0,,Holo,76390300.0,1.96,-3.34,-21.68,0.000573438,2122530.0,123,HOT,177619433541.0,holo
879,59118091.0,1996,1529434167.0,,SALT,75050417.0,0.76,3.09,-0.84,1.2695,3017080.0,124,SALT,120000000.0,salt
818,520098876.0,1918,1529434166.0,1000000000.0,Achain,75001899.0,-0.15,-1.24,1.9,0.144207,12722300.0,125,ACT,1000000000.0,achain
1294,150000000.0,2474,1529434180.0,1000000000.0,Matrix AI Network,74512200.0,0.04,1.03,-13.49,0.496748,3235950.0,126,MAN,250000000.0,matrix-ai-network
165,1288862.0,467,1529434147.0,,BitcoinDark,73298881.0,0.03,1.44,7.26,56.871,253094.0,127,BTCD,1288862.0,bitcoindark
995,186450000.0,2135,1529434172.0,484450000.0,Revain,72715873.0,-0.22,-0.53,4.95,0.390002,5602630.0,128,R,484450000.0,revain
1293,815288017.0,2473,1529434179.0,,All Sports,72248704.0,0.11,-10.06,-31.95,0.0886174,25908000.0,129,SOC,1500000000.0,all-sports
1175,29702632.0,2345,1529434176.0,,High Performance Blockchain,71618689.0,-0.11,-3.08,-4.85,2.41119,6315060.0,130,HPB,100000000.0,high-performance-blockchain
743,342699966.0,1816,1529434162.0,,Civic,71278166.0,0.28,0.94,-5.84,0.20799,5083460.0,131,CVC,1000000000.0,civic
468,99156976.0,1408,1529434154.0,,Iconomi,71217217.0,-0.21,0.97,-2.48,0.718227,221490.0,132,ICN,99156976.0,iconomi
1509,560000010.0,2694,1529434187.0,,Nexo,69943441.0,-0.04,-4.17,-0.59,0.124899,7855000.0,133,NEXO,1000000000.0,nexo
945,697341700.0,2071,1529434169.0,,Request Network,69352724.0,0.03,-5.08,4.78,0.099453,990842.0,134,REQ,999991464.0,request-network
697,109047261.0,1758,1529434163.0,,TenX,68858220.0,0.15,1.09,-6.9,0.631453,3698330.0,135,PAY,205218256.0,tenx
1112,1017499234.0,2274,1529434174.0,,MediShares,68742655.0,-0.46,2.06,31.72,0.0675604,1767170.0,136,MDS,2000000000.0,medishares
670,359600000.0,1723,1529434162.0,,SONM,67632849.0,-0.16,3.65,40.04,0.188078,2898800.0,137,SNM,444000000.0,sonm
1249,539673260.0,2424,1529434179.0,,SingularityNET,66372256.0,0.54,-2.87,-7.82,0.122986,2693060.0,138,AGI,1000000000.0,singularitynet
597,9000000.0,1619,1529434159.0,100000000.0,Skycoin,65680470.0,1.39,-3.91,-43.9,7.29783,32910500.0,139,SKY,25000000.0,skycoin
1296,921800000.0,2476,1529434180.0,,Ruff,65474348.0,1.25,7.35,5.79,0.0710288,5388540.0,140,RUFF,1840000000.0,ruff
590,93355331.0,1609,1529434159.0,,Asch,65214300.0,0.06,-0.71,-11.08,0.69856,5419570.0,141,XAS,114855331.0,asch
1363,4326245098.0,2544,1529434183.0,,Nucleus Vision,65063265.0,-0.13,-0.62,-5.91,0.0150392,3151790.0,142,NCASH,10000000000.0,nucleus-vision
844,13240392.0,1955,1529434166.0,,Neblio,64884938.0,0.01,1.35,-12.24,4.90053,3705820.0,143,NEBL,13980269.0,neblio
1278,46448735.0,2457,1529434180.0,,True Chain,64541911.0,0.33,-2.96,-9.67,1.38953,76515400.0,144,TRUE,100000000.0,true-chain
1515,18326892.0,2702,1529434186.0,22300000.0,Bitcoin Interest,64247850.0,-0.52,-9.67,-21.67,3.50566,118479.0,145,BCI,18326892.0,bitcoin-interest
1076,2361679677.0,2235,1529434174.0,,Time New Bank,63696154.0,0.3,0.1,-5.57,0.0269707,3240240.0,146,TNB,5541679677.0,time-new-bank
1457,1013566222.0,2642,1529434185.0,,CyberVein,63658243.0,0.4,2.59,15.21,0.0628062,13876200.0,147,CVT,2147483648.0,cybervein
1220,498473628.0,2392,1529434178.0,,Bottos,62877962.0,0.05,-2.25,-3.71,0.126141,1974500.0,148,BTO,1000000000.0,bottos
635,28209823.0,1680,1529434160.0,,Aragon,62623832.0,0.0,-2.68,-3.83,2.21993,171984.0,149,ANT,39609524.0,aragon
1382,62102832.0,2563,1529434182.0,,TrueUSD,62487248.0,0.01,-0.18,-0.64,1.00619,14224900.0,150,TUSD,62102832.0,trueusd
735,62660371.0,1807,1529434163.0,,Santiment Network Token,60241179.0,-0.21,0.73,5.98,0.961392,1386890.0,151,SAN,83337000.0,santiment
1364,93196613.0,2545,1529434182.0,,Arcblock,59994481.0,0.03,-2.09,-0.78,0.643741,12598000.0,152,ABT,186000000.0,arcblock
1002,677154514.0,2143,1529434171.0,,Streamr DATAcoin,59579508.0,4.27,18.21,16.3,0.0879851,7461020.0,153,DATA,987154514.0,streamr-datacoin
919,1445976590.0,2043,1529434170.0,,Cindicator,59324805.0,0.46,0.32,-4.3,0.0410275,319496.0,154,CND,2000000005.0,cindicator
795,10614760961.0,1886,1529434165.0,,Dent,59261255.0,0.53,-0.28,-10.48,0.00558291,1806070.0,155,DENT,100000000000.0,dent
622,1104590.0,1659,1529434160.0,,Gnosis,59212983.0,-0.29,2.37,-4.96,53.6063,511514.0,156,GNO,10000000.0,gnosis-gno
188,64355352.0,576,1529434146.0,84000000.0,GameCredits,58728120.0,0.54,-1.67,-21.59,0.91256,496621.0,157,GAME,64355352.0,gamecredits
1059,617314171.0,2212,1529434173.0,,Quantstamp,58485764.0,1.16,-1.93,-13.89,0.0947423,1085660.0,158,QSP,976442388.0,quantstamp
1360,8034807580.0,2541,1529434183.0,,Storiqa,57711693.0,-0.15,-3.12,-7.42,0.00718271,1279720.0,159,STQ,11287544272.0,storiqa
992,756192535.0,2130,1529434170.0,,Enjin Coin,54852392.0,-0.35,-2.22,-17.0,0.0725376,1720280.0,160,ENJ,1000000000.0,enjin-coin
1324,182940941.0,2505,1529434180.0,,Bluzelle,54381207.0,-0.15,-1.98,-3.65,0.297261,3814940.0,161,BLZ,500000000.0,bluzelle
107,70284854.0,258,1529434143.0,105000000.0,Groestlcoin,53848952.0,0.2,1.33,-1.09,0.766153,2909460.0,162,GRS,70284854.0,groestlcoin
1586,1141040005.0,2777,1529434188.0,,IoTeX,53646566.0,-0.82,20.76,13.84,0.0470155,94037000.0,163,IOTX,10000000000.0,iotex
1114,761143950.0,2276,1529434174.0,999449694.0,Ignis,52969301.0,-0.13,-1.14,-2.24,0.0695917,219370.0,164,IGNIS,999449694.0,ignis
1138,103244553.0,2304,1529434176.0,,DEW,52555710.0,-0.08,8.53,10.73,0.509041,1169.4,165,DEW,200000000.0,dew
1279,4750000000.0,2458,1529434180.0,,Odyssey,51849100.0,-3.63,2.02,-3.84,0.0109156,20862200.0,166,OCN,10000000000.0,odyssey
1274,450000000.0,2453,1529434180.0,,EDUCare,51600150.0,-0.41,-3.59,0.83,0.114667,8954760.0,167,EKT,1000000000.0,educare
154,6906847847.0,405,1529434144.0,8589869056.0,DigitalNote,51214553.0,-0.28,2.31,0.82,0.00741504,1713390.0,168,XDN,6906847847.0,digitalnote
1129,241663510.0,2291,1529434175.0,,Genaro Network,50226619.0,-0.32,-0.04,-4.51,0.207837,875994.0,169,GNX,675000000.0,genaro-network
1371,514461473.0,2552,1529434183.0,,IHT Real Estate Protocol,50124753.0,-0.44,1.91,-15.49,0.0974315,3012330.0,170,IHT,1000000000.0,iht-real-estate-protocol
1134,1218054044.0,2298,1529434175.0,,Dynamic Trading Rights,50007331.0,-0.28,3.35,-3.99,0.0410551,23349.2,171,DTR,3750000000.0,dynamic-trading-rights
1115,1413716694.0,2277,1529434174.0,,SmartMesh,49983933.0,-0.06,1.42,-4.0,0.0353564,636377.0,172,SMT,3141592653.0,smartmesh
1448,68074445.0,2633,1529434184.0,,Stakenet,49821508.0,-2.89,15.28,5.73,0.731868,280781.0,173,XSN,78507136.0,stakenet
1270,79006577.0,2447,1529434179.0,,Crypterium,49683365.0,0.02,-0.45,-0.62,0.628851,1332850.0,174,CRPT,99983577.0,crypterium
1604,357431729.0,2840,1529434189.0,,QuarkChain,49254450.0,0.39,4.89,-17.63,0.137801,5559840.0,175,QKC,10000000000.0,quarkchain
1326,4704993287.0,2507,1529434181.0,,THEKEY,49189764.0,0.95,-3.49,-6.94,0.0104548,539992.0,176,TKY,9795844687.0,thekey
722,25129243.0,1788,1529434163.0,,Metal,48907287.0,-0.66,-2.86,-3.05,1.94623,1190640.0,177,MTL,66588888.0,metal
55,44721275.0,99,1529434157.0,84000000.0,Vertcoin,48907186.0,-0.18,1.59,-8.77,1.0936,604653.0,178,VTC,44721275.0,vertcoin
1373,723440241.0,2554,1529434183.0,,Lympo,48456606.0,-0.96,-7.48,-27.16,0.0669808,5815880.0,179,LYM,999999999.0,lympo
1367,205173362.0,2548,1529434182.0,,POA Network,47888694.0,0.71,0.95,-3.87,0.233406,647831.0,180,POA,255665522.0,poa-network
964,445898741.0,2095,1529434171.0,,BOScoin,47153346.0,0.09,2.5,-1.91,0.105749,74729.9,181,BOS,500000000.0,boscoin
1375,137958656.0,2556,1529434183.0,,Credits,47140197.0,0.51,-1.34,-7.2,0.341698,1983520.0,182,CS,249471071.0,credits
757,259348201.0,1834,1529434163.0,,Pillar,46476754.0,2.01,4.01,-0.23,0.179206,46863.8,183,PLR,800000000.0,pillar
